track_name,track_id,track_number,duration_ms,album_type,artists,total_tracks,album_name,release_date,label,album_popularity,album_id,artist_id,artist_0,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,artist_8,artist_9,artist_10,artist_11,duration_sec
The Wizard (Instrumental),1Xklm9YjuyQ0TXr5y72iTo,4,264480,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,264.48
Supernaut (Instrumental),4dJU68yXvCe3NSa4LHPmzM,8,174431,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,174.431
Children Of The Grave (Instrumental),3WOEb60qfJq13br88mZCTs,21,270336,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,270.336
Neon Knights (Instrumental),7AbTGI4MdlU4hKTHdrxTh5,28,224928,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,224.928
Demonoid Phenomenon (Instrumental),6mXpnHvthYBspGfmGyK3Et,17,240288,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,240.288
I Won'T Cry For You (Instrumental),2ZxnrMgqmaq3nRioJH8P62,10,306143,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,306.143
Symptom Of The Universe (Instrumental),3sPHsjMeWf71n7F9IUWmIz,6,255456,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,255.456
After Forever (Instrumental),7fxbb4tzZDNLRB8d8vvU7U,24,324288,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,324.288
Lonely Is The Word (Instrumental),0QZi2sbwm165n4h8EGyFD0,31,252383,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,252.383
Planet Caravan (Instrumental),1CiVNcgWqrZXHT5KmXAXPg,26,228191,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,228.191
Die Young (Instrumental),3GZosm6mjyfWaCoujaBUpG,16,258720,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,258.72
St. Vitus Dance (Instrumental),4YauEY4PUTOt5qWAx1swfI,25,147360,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,147.36
Angry Heart (Instrumental),4EFTRJSGGqTPg1rr1IR210,23,175776,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,175.776
Dying For Love (Instrumental),5umXJeqZPF78CjUDGbpjRD,14,347616,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,347.616
Killing Yourself To Live (Instrumental),3gLljBIqElueXKIzzj9eYx,32,353183,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,353.183
Dirty Women (Instrumental),3YkKShUXler6DZv8QvS1xe,15,291263,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,291.263
Cornucopia (Instrumental),7kzrmwAFuEIxPLyL7xlupd,19,205728,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,205.728
Lord Of This World (Instrumental),3U6TzMooP9NFRM3cD5vYiD,30,158496,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,158.496
Virtual Death (Instrumental),10U9SS62epnxC0NiET56uY,1,297503,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,297.503
N.I.B. (Instrumental),0yG5vmhkGOtifXQQgTnSJy,9,321503,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,321.503
Turn To Stone (Instrumental),1uXMsm303e1sJYPzrA5sC0,2,215903,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,215.903
The Spell (Instrumental),7A1qPN6T8LXukV9cgptrrD,5,271968,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,271.968
Sweet Leaf (Instrumental),75D9w6whC1AmOqp4oUcepd,7,313823,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,313.823
Heaven And Hell (Instrumental),2ACbVNj3XZo1fWK8viaiJf,12,157728,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,157.728
Electric Funeral (Instrumental),04EGikiuL8Ypv9gSU0B3gH,22,292608,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,292.608
Country Girl (Instrumental),1JHsajS0YjODJQ3vXFWMsG,18,237696,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,237.696
Paranoid (Instrumental),1NKOdVSpSUJX0rfpNiO6Dt,27,180383,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,180.383
Nativity In Black (Instrumental),55UBWRL1eW6fm0oWzjoOGV,29,316991,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,316.991
Fairies Wear Boots (Instrumental),1td7NLFcQiKmdQiJa4AcYz,13,349823,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,349.823
Children Of The Sea (Instrumental),1xZSULMI2JffhkypBP1JTA,20,340608,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,340.608
Time Machine (Instrumental),5V5sk4uYTkf9yF7MZ98wOR,3,253920,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,253.92
Iron Man (Instrumental),2Gj6DAwmlNSKNMHuIwofQj,11,337920,album,,32,Instrumental Covers Of Black Sabbath,2016-09-13 00:00:00 UTC,White Knight Instrumental,1,4w3rrVO80slUHi8hslH2rJ,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,337.92
Deep Purple Sky,475tnbzfk7lEEmDwNGkRTl,1,252857,single,,1,Deep Purple Sky,2023-11-04 00:00:00 UTC,K.I.M,2,3kxz2sHgRcpVp0UgadmSze,47yuV2v5Q17ObFAhiIA3M5,Kimmy T,,,,,,,,,,,,252.857
Recovery Time,3wlyyrrECCUY4NHrzTuiMc,1,104562,single,,1,Recovery Time,2022-03-28 00:00:00 UTC,Jimmy Hill,24,7bHZoY20yaRS4Z4pyaMm0R,485FTYJV3xFeqZ8K540JPJ,Jimmy Hill,,,,,,,,,,,,104.562
Dreams To Remember (Tribute To A Legend Jimi Hendrix),4Hwjht0pdgf8I1iliAIa1T,1,216981,single,,1,Dreams To Remember (Tribute To A Legend Jimi Hendrix),2021-12-29 00:00:00 UTC,T.h.o.c,0,4T37c45oVmQRd158HW57RY,48KAHeh06XOPwOzB3EllxP,Andrae Carter,,,,,,,,,,,,216.981
Bark At The Moon,1aUIZxpvmNjEcfkadI1fA5,3,267234,album,,9,"Diozy (Tribute To Ozzy, Dio And Black Sabbath)",2021-03-24 00:00:00 UTC,R70 records,1,4RcEsDOw2vlL0J4rvihF7k,48bqqEAHkNIBx75Jc5meZP,Alto Voltaggio,Jgor Gianola,Alex Motta,Franco Campanella,Mila Merker,,,,,,,,267.234
King Of Rock'N'Roll,0Q3QIemGnrJsWQqAe62qpK,2,199354,album,,9,"Diozy (Tribute To Ozzy, Dio And Black Sabbath)",2021-03-24 00:00:00 UTC,R70 records,1,4RcEsDOw2vlL0J4rvihF7k,48bqqEAHkNIBx75Jc5meZP,Alto Voltaggio,Jgor Gianola,Alex Motta,Franco Campanella,,,,,,,,,199.354
Over The Mountain,2XRPSL84NFImhBjEUWcNrK,1,272481,album,,9,"Diozy (Tribute To Ozzy, Dio And Black Sabbath)",2021-03-24 00:00:00 UTC,R70 records,1,4RcEsDOw2vlL0J4rvihF7k,48bqqEAHkNIBx75Jc5meZP,Alto Voltaggio,Jgor Gianola,Claudio Sannoner,Alex Motta,Franco Campanella,,,,,,,,272.481
Shot In The Dark,7b7FoRTL8aLNLFXxKJeFA3,8,298044,album,,9,"Diozy (Tribute To Ozzy, Dio And Black Sabbath)",2021-03-24 00:00:00 UTC,R70 records,1,4RcEsDOw2vlL0J4rvihF7k,48bqqEAHkNIBx75Jc5meZP,Alto Voltaggio,Jgor Gianola,Claudio Sannoner,Francesco Jovino,Franco Campanella,,,,,,,,298.044
I Don'T Know,4IG1DMN1HWNYacwypIvgGp,9,283957,album,,9,"Diozy (Tribute To Ozzy, Dio And Black Sabbath)",2021-03-24 00:00:00 UTC,R70 records,1,4RcEsDOw2vlL0J4rvihF7k,48bqqEAHkNIBx75Jc5meZP,Alto Voltaggio,Jgor Gianola,Claudio Sannoner,Francesco Jovino,Franco Campanella,,,,,,,,283.957
War Pigs,05Qpc6qI7PDsX5J63UaHau,6,478930,album,,9,"Diozy (Tribute To Ozzy, Dio And Black Sabbath)",2021-03-24 00:00:00 UTC,R70 records,1,4RcEsDOw2vlL0J4rvihF7k,48bqqEAHkNIBx75Jc5meZP,Alto Voltaggio,Jgor Gianola,Francesco Jovino,Franco Campanella,Mila Merker,,,,,,,,478.93
Stand Up And Shout,3JBITxmC47w8wLb7fE6T3z,4,206208,album,,9,"Diozy (Tribute To Ozzy, Dio And Black Sabbath)",2021-03-24 00:00:00 UTC,R70 records,1,4RcEsDOw2vlL0J4rvihF7k,48bqqEAHkNIBx75Jc5meZP,Alto Voltaggio,Jgor Gianola,Alex Motta,Franco Campanella,Mila Merker,,,,,,,,206.208
Rainbow In The Dark,6t6Gx8WDAXeDlLPR1upbjm,5,252768,album,,9,"Diozy (Tribute To Ozzy, Dio And Black Sabbath)",2021-03-24 00:00:00 UTC,R70 records,1,4RcEsDOw2vlL0J4rvihF7k,48bqqEAHkNIBx75Jc5meZP,Alto Voltaggio,Jgor Gianola,Alex Motta,Franco Campanella,,,,,,,,,252.768
Crazy Train,48bDwU8j61Av39DT3i1YIC,7,316167,album,,9,"Diozy (Tribute To Ozzy, Dio And Black Sabbath)",2021-03-24 00:00:00 UTC,R70 records,1,4RcEsDOw2vlL0J4rvihF7k,48bqqEAHkNIBx75Jc5meZP,Alto Voltaggio,Jgor Gianola,Claudio Sannoner,Alex Motta,Franco Campanella,,,,,,,,316.167
Foxey Lady,0JgNvhshMV1TavufLNYCNz,1,222000,single,,1,Foxey Lady,2019-08-23 00:00:00 UTC,Music Brokers,28,2W9Fb1eW4N1ExVxWKur33M,48eBlQXonG4CHpDSshfblU,Apollinare Rossi,,,,,,,,,,,,222
Black Sabbath - Remix,7za9Ar7xMhyULVctRAwWF0,1,162533,single,,1,Black Sabbath (Remix),2023-10-28 00:00:00 UTC,offtavin,0,3Tmbcmf8oY1gy4o1r69mkR,48lqxmtFU1vmRXpcSRy2PL,offtavin,offphx,,,,,,,,,,,162.533
Tanji - Original Mix,0ABZps0XlbbjQwCieuCKoe,2,311612,single,,2,Deep Purple,2010-11-08 00:00:00 UTC,Mantide,0,0ISftU8zmngYQxQyg9b6VV,499ovW8qK8Z45JlO6ccRll,Duofreex,,,,,,,,,,,,311.612
Deep Purple - Original Mix,2YpzRjuQZdehxXc7zD5yfq,1,307150,single,,2,Deep Purple,2010-11-08 00:00:00 UTC,Mantide,0,0ISftU8zmngYQxQyg9b6VV,499ovW8qK8Z45JlO6ccRll,Duofreex,,,,,,,,,,,,307.15
Black Satin - Original,2jqghOJNsMgko83cQD1uJF,2,340973,single,,2,Black Satin (Miguel Migs Mix),2002-11-18 00:00:00 UTC,Soma Records,2,7hyDsproutyIsJ186edlxu,49qOEODA3n8HiVUY4uwJbU,Gene Farris,,,,,,,,,,,,340.973
Black Satin - Miguel Migs Petalpusher Vocal Dub,0AGCNbu2PfjRfHsVfcUdL7,1,417786,single,,2,Black Satin (Miguel Migs Mix),2002-11-18 00:00:00 UTC,Soma Records,2,7hyDsproutyIsJ186edlxu,49qOEODA3n8HiVUY4uwJbU,Gene Farris,,,,,,,,,,,,417.786
Black Entertainment,4XHglCCE4iFgYFkHrPpLYs,1,188833,single,,1,Black Entertainment,2023-10-27 00:00:00 UTC,Grizzy Hendrix,13,7zSp8q1doFV0EnFPwXqZiR,49wYFixRwbVXnLN6lov9hu,Grizzy Hendrix,,,,,,,,,,,,188.833
Black Sand,5hMg8xGcYtQOCaaPX7uX8z,1,282554,single,,4,Black Sand,2018-01-09 00:00:00 UTC,Funeral Party,31,3OTG7bJkfc26L5HbixcS0D,4A5Cqzt74ifcBynOLjpiO1,Fearing,,,,,,,,,,,,282.554
Rose & Web,2iV5aDUN5n3D0BPnZ2Z3Iv,2,204343,single,,4,Black Sand,2018-01-09 00:00:00 UTC,Funeral Party,31,3OTG7bJkfc26L5HbixcS0D,4A5Cqzt74ifcBynOLjpiO1,Fearing,,,,,,,,,,,,204.343
Other Life,3mZSHSSio6TilXKmCcbcd8,3,274534,single,,4,Black Sand,2018-01-09 00:00:00 UTC,Funeral Party,31,3OTG7bJkfc26L5HbixcS0D,4A5Cqzt74ifcBynOLjpiO1,Fearing,,,,,,,,,,,,274.534
In The Fog,3IXtEh6gN5Cx7SlI7Ob7OY,4,225868,single,,4,Black Sand,2018-01-09 00:00:00 UTC,Funeral Party,31,3OTG7bJkfc26L5HbixcS0D,4A5Cqzt74ifcBynOLjpiO1,Fearing,,,,,,,,,,,,225.868
Deep Pockets,1H57qidnzuzMonoZFlIish,1,86000,single,,1,Deep Pockets,2022-09-16 00:00:00 UTC,LOCATE USA,22,2vQTlK3o8YbouaRj1ePGrR,4AGZVmwi9IwFZ6y6TlMqLt,LocateEmilio,,,,,,,,,,,,86
Street Cold,4MhsvIgkRurjlNj665RXmT,5,155306,single,,5,Yin & Yang,2022-04-21 00:00:00 UTC,FTG,1,1m7lFiwH3vrIu3PwTJwau8,4AK1UjAlZXXJ9t9Ouyp98O,Hndrix,Pawa,,,,,,,,,,,155.306
On Deck,5GQ2NZTTVfeS4rCkuqRtuQ,1,193488,single,,5,Yin & Yang,2022-04-21 00:00:00 UTC,FTG,1,1m7lFiwH3vrIu3PwTJwau8,4AK1UjAlZXXJ9t9Ouyp98O,Hndrix,Pawa,,,,,,,,,,,193.488
Vibe,7a0YU0CcIP6E0CdGTGwEeV,2,192350,single,,5,Yin & Yang,2022-04-21 00:00:00 UTC,FTG,1,1m7lFiwH3vrIu3PwTJwau8,4AK1UjAlZXXJ9t9Ouyp98O,Hndrix,Pawa,,,,,,,,,,,192.35
My Nigga,2p16EXExFozjm4y3158XRU,3,210989,single,,5,Yin & Yang,2022-04-21 00:00:00 UTC,FTG,1,1m7lFiwH3vrIu3PwTJwau8,4AK1UjAlZXXJ9t9Ouyp98O,Hndrix,Pawa,,,,,,,,,,,210.989
Gaza,7MEFVKA6U8o2ekO4TjhtaD,4,188038,single,,5,Yin & Yang,2022-04-21 00:00:00 UTC,FTG,1,1m7lFiwH3vrIu3PwTJwau8,4AK1UjAlZXXJ9t9Ouyp98O,Hndrix,Pawa,E.D,Brainwav,,,,,,,,,188.038
Bridoro,1NTMc40xm17JH8L6t3iI8W,1,65454,single,,1,Bridoro,2023-06-17 00:00:00 UTC,Ocean Distribution FZCO,1,0lXkVrxSMGfOm9b6o76JmK,4B1R1LxpxmNJ9NGksOLW2W,Hendrix Mills,,,,,,,,,,,,65.454
Jizuxaq,21XX9k6tdB5xvmHpWAcGA5,1,79502,single,,1,Jizuxaq,2023-06-17 00:00:00 UTC,Ocean Distribution FZCO,1,278I1NIftIbQZsos37R3pG,4B1R1LxpxmNJ9NGksOLW2W,Hendrix Mills,,,,,,,,,,,,79.502
Sebbunamon,5Eoi9tHsLZKKTtWXPgC4CC,1,91428,single,,1,Sebbunamon,2023-06-17 00:00:00 UTC,Ocean Distribution FZCO,0,3cyCz6Y7CfA3R0knwIHR0w,4B1R1LxpxmNJ9NGksOLW2W,Hendrix Mills,,,,,,,,,,,,91.428
Cujiolic,4cu5Trsru9LeusNcjw3zL4,1,60937,single,,1,Cujiolic,2023-06-18 00:00:00 UTC,Ocean Distribution FZCO,5,0VLW01vuIp22trOgU5ecOx,4B3KvlZiuIgSvEUkqVMS4d,Hendrix Stone,,,,,,,,,,,,60.937
Papercut - Instrumental Cover Version,436qByJhqKwxWd4vo7LAMl,8,184058,compilation,,10,Linkin Park - The Best Instrumental Versions,2018-05-11 00:00:00 UTC,THEWEBENGINE SRLS,6,7pCVKf6U7RjYDeHGZVF3Om,4C3LNblvNCJJvkik2eoOnp,Band23,,,,,,,,,,,,184.058
Burn It Down - Instrumental Cover Version,5LLW1gDHrusIWOR9nTvSFG,1,226977,compilation,,10,Linkin Park - The Best Instrumental Versions,2018-05-11 00:00:00 UTC,THEWEBENGINE SRLS,6,7pCVKf6U7RjYDeHGZVF3Om,4C3LNblvNCJJvkik2eoOnp,Band23,,,,,,,,,,,,226.977
Crawling - Instrumental Cover Version,3bJvIq9vavPJNJR0uzzeHA,3,224052,compilation,,10,Linkin Park - The Best Instrumental Versions,2018-05-11 00:00:00 UTC,THEWEBENGINE SRLS,6,7pCVKf6U7RjYDeHGZVF3Om,4C3LNblvNCJJvkik2eoOnp,Band23,,,,,,,,,,,,224.052
From The Inside - Instrumental Cover Version,5mZ7fVB58k9ZiQ1cAzqPhl,4,165668,compilation,,10,Linkin Park - The Best Instrumental Versions,2018-05-11 00:00:00 UTC,THEWEBENGINE SRLS,6,7pCVKf6U7RjYDeHGZVF3Om,4C3LNblvNCJJvkik2eoOnp,Band23,,,,,,,,,,,,165.668
New Divide - Instrumental Cover Version,1TKSAdVOAIm5CpgwkagZSd,6,274024,compilation,,10,Linkin Park - The Best Instrumental Versions,2018-05-11 00:00:00 UTC,THEWEBENGINE SRLS,6,7pCVKf6U7RjYDeHGZVF3Om,4C3LNblvNCJJvkik2eoOnp,Band23,,,,,,,,,,,,274.024
One Step Closer - Instrumental Cover Version,24kkdhiE298M2XFhLRqBZP,7,156708,compilation,,10,Linkin Park - The Best Instrumental Versions,2018-05-11 00:00:00 UTC,THEWEBENGINE SRLS,6,7pCVKf6U7RjYDeHGZVF3Om,4C3LNblvNCJJvkik2eoOnp,Band23,,,,,,,,,,,,156.708
Castle Of Glass - Instrumental Cover Version,18gCkTJl9WpnosDxTFNdCj,2,210337,compilation,,10,Linkin Park - The Best Instrumental Versions,2018-05-11 00:00:00 UTC,THEWEBENGINE SRLS,6,7pCVKf6U7RjYDeHGZVF3Om,4C3LNblvNCJJvkik2eoOnp,Band23,,,,,,,,,,,,210.337
With You - Instrumental Cover Version,3lOXrrfWSrJCNsjU3qK7n7,9,185208,compilation,,10,Linkin Park - The Best Instrumental Versions,2018-05-11 00:00:00 UTC,THEWEBENGINE SRLS,6,7pCVKf6U7RjYDeHGZVF3Om,4C3LNblvNCJJvkik2eoOnp,Band23,,,,,,,,,,,,185.208
Numb - Instrumental Cover Version,7BJUdXdYCiGd8MEOKpyzZC,10,201538,compilation,,10,Linkin Park - The Best Instrumental Versions,2018-05-11 00:00:00 UTC,THEWEBENGINE SRLS,6,7pCVKf6U7RjYDeHGZVF3Om,4C3LNblvNCJJvkik2eoOnp,Band23,,,,,,,,,,,,201.538
In The End - Instrumental Cover Version,7crVgOq3Vjlf211MXe7De9,5,215614,compilation,,10,Linkin Park - The Best Instrumental Versions,2018-05-11 00:00:00 UTC,THEWEBENGINE SRLS,6,7pCVKf6U7RjYDeHGZVF3Om,4C3LNblvNCJJvkik2eoOnp,Band23,,,,,,,,,,,,215.614
Lord Of This World,49BrJONvNuLLnaGQZ2OE2j,3,348000,album,,6,The Doom In Us All: A Tribute To Black Sabbath,2016-01-20 00:00:00 UTC,Pathogenic Records,0,6ExsmeeL865hYzzVRyzZCn,4CNzsHlzPgm485QcNLNEOr,Ted Kirkpatrick,,,,,,,,,,,,348
Children Of The Grave,1MOZx4rO9qNVlhye27yE4g,6,283000,album,,6,The Doom In Us All: A Tribute To Black Sabbath,2016-01-20 00:00:00 UTC,Pathogenic Records,0,6ExsmeeL865hYzzVRyzZCn,4CNzsHlzPgm485QcNLNEOr,Ted Kirkpatrick,,,,,,,,,,,,283
Embryo,13yt74Q3gyTHc2JuBbr2U7,5,27000,album,,6,The Doom In Us All: A Tribute To Black Sabbath,2016-01-20 00:00:00 UTC,Pathogenic Records,0,6ExsmeeL865hYzzVRyzZCn,4CNzsHlzPgm485QcNLNEOr,Ted Kirkpatrick,,,,,,,,,,,,27
Electric Funeral,4kd454yGYRV6mOInb6fxCG,4,309000,album,,6,The Doom In Us All: A Tribute To Black Sabbath,2016-01-20 00:00:00 UTC,Pathogenic Records,0,6ExsmeeL865hYzzVRyzZCn,4CNzsHlzPgm485QcNLNEOr,Ted Kirkpatrick,,,,,,,,,,,,309
Into The Void,4KDOdKbuzMgpqb1VIHzivA,2,384000,album,,6,The Doom In Us All: A Tribute To Black Sabbath,2016-01-20 00:00:00 UTC,Pathogenic Records,0,6ExsmeeL865hYzzVRyzZCn,4CNzsHlzPgm485QcNLNEOr,Ted Kirkpatrick,,,,,,,,,,,,384
War Pigs,3ooQmZsYE7c60uAy8AcEfM,1,477000,album,,6,The Doom In Us All: A Tribute To Black Sabbath,2016-01-20 00:00:00 UTC,Pathogenic Records,0,6ExsmeeL865hYzzVRyzZCn,4CNzsHlzPgm485QcNLNEOr,Ted Kirkpatrick,,,,,,,,,,,,477
Lord Of This World,5cQj3ums3ljLeOolQdt1sa,3,348000,album,,6,The Doom In Us All: A Tribute To Black Sabbath,2016-01-20 00:00:00 UTC,Pathogenic Records,1,7MKWBj3qJeNSqFr9Derdbg,4CNzsHlzPgm485QcNLNEOr,Ted Kirkpatrick,,,,,,,,,,,,348
War Pigs,5rQP86mMyBjmYIRg6wghBm,1,477000,album,,6,The Doom In Us All: A Tribute To Black Sabbath,2016-01-20 00:00:00 UTC,Pathogenic Records,1,7MKWBj3qJeNSqFr9Derdbg,4CNzsHlzPgm485QcNLNEOr,Ted Kirkpatrick,,,,,,,,,,,,477
Electric Funeral,1xWxs9OBOiPzl8EFlqNpF5,4,309000,album,,6,The Doom In Us All: A Tribute To Black Sabbath,2016-01-20 00:00:00 UTC,Pathogenic Records,1,7MKWBj3qJeNSqFr9Derdbg,4CNzsHlzPgm485QcNLNEOr,Ted Kirkpatrick,,,,,,,,,,,,309
Into The Void,1ZkfyF5m5zuHZGka2FQUjp,2,384000,album,,6,The Doom In Us All: A Tribute To Black Sabbath,2016-01-20 00:00:00 UTC,Pathogenic Records,1,7MKWBj3qJeNSqFr9Derdbg,4CNzsHlzPgm485QcNLNEOr,Ted Kirkpatrick,,,,,,,,,,,,384
Embryo,00Zu8jdTLqGC1XC4OACtaU,5,27000,album,,6,The Doom In Us All: A Tribute To Black Sabbath,2016-01-20 00:00:00 UTC,Pathogenic Records,1,7MKWBj3qJeNSqFr9Derdbg,4CNzsHlzPgm485QcNLNEOr,Ted Kirkpatrick,,,,,,,,,,,,27
Children Of The Grave,2Hgu3FyWjK46uaqxwR3UxC,6,283000,album,,6,The Doom In Us All: A Tribute To Black Sabbath,2016-01-20 00:00:00 UTC,Pathogenic Records,1,7MKWBj3qJeNSqFr9Derdbg,4CNzsHlzPgm485QcNLNEOr,Ted Kirkpatrick,,,,,,,,,,,,283
Deep Pockets,7H1JTZ5efZip19blL4liRF,1,202988,single,,1,Deep Pockets,2023-10-07 00:00:00 UTC,5961522 Records DK,4,1XxMj4fHvLg34XmV9nkwCx,4CUVTQKo288Jj4En2og165,Maybach Beats,,,,,,,,,,,,202.988
